subregion,Time,DP,Si,Sf,NDP,Stream,R,Lake,BI,Sub,Subsurface Irrigation (+),Tile Drain Outflow (-),P,Net Subsurface Inflow (+),Discrepancy (=),Cum. Sub.
14,10/31/1961 0:00,400,182372878.2,182356382.6,3552.52,0,0,0,465.12,21666.46,0,98.84,49390.44,7309.57,0,6579437.07
14,11/30/1961 0:00,552.22,182356382.6,182378740.2,3535.6,0,0,0,701.93,10638.29,0,95.23,1895.01,9472.04,0,6590075.36
14,12/31/1961 0:00,708.57,182378740.2,182398394.7,3511.06,0,0,0,640.37,6579.62,0,91.21,500,9514.72,0,6596654.98
14,1/31/1962 0:00,728.86,182398394.7,182416605.2,3481.17,0,0,0,451.53,4776.73,0,88.79,500,10089.84,0,6601431.71
14,2/28/1962 0:00,11215.7,182416605.2,182440297.8,3507.42,0,0,0,8302.68,2265.84,0,85.22,400,10101.89,0,6603697.55
14,3/31/1962 0:00,512.36,182440297.8,182448538.8,3493.84,0,0,0,1031.32,4255.66,0,83.22,5381.24,4924.55,0,6607953.21
14,4/30/1962 0:00,550,182448538.8,182412647.1,3471.7,0,0,0,581.57,7666.52,0,85.87,55937.59,8411.99,0,6615619.73
14,5/31/1962 0:00,548.64,182412647.1,182297603.9,3443.73,0,0,0,575.83,15613.36,0,88.92,141607.58,7020.42,0,6631233.09
14,6/30/1962 0:00,11682.64,182297603.9,182093833,3474.7,0,0,0,570.15,43623.22,0,93.18,258948.89,7603.07,0,6674856.31
14,7/31/1962 0:00,12769.71,182093833,181943127.3,3535.07,0,0,0,564.52,104209.42,0,98.1,269299.16,10382.62,0,6779065.73
14,8/31/1962 0:00,8202.37,181943127.3,181845659.8,3588.22,0,0,0,558.95,97175.44,0,101.21,210162.85,11473.9,0,6876241.17
14,9/30/1962 0:00,400,181845659.8,181870802.3,3594.84,0,0,0,553.43,23938.71,0,100.98,14819.9,11976.39,0,6900179.89
14,10/31/1962 0:00,417.41,181870802.3,181859616.2,3585.19,0,0,0,547.96,19571.23,0,98.22,44217.41,9425.13,0,6919751.11
14,11/30/1962 0:00,420.29,181859616.2,181853692,3564.43,0,0,0,542.56,14533.63,0,94.69,37699.06,13228.98,0,6934284.74
14,12/31/1962 0:00,532.64,181853692,181875912.2,3536.78,0,0,0,549.87,7371.2,0,90.51,500,11352.87,0,6941655.94
14,1/31/1963 0:00,690.93,181875912.2,181883015.7,3505.12,0,0,0,1404.75,6304.17,0,89.07,17249.82,13228.34,0,6947960.11
14,2/28/1963 0:00,940.8,181883015.7,181904419.7,3471.68,0,0,0,2614.03,3879.01,0,86.88,500,12026.2,0,6951839.12
14,3/31/1963 0:00,591.28,181904419.7,181862152.8,3435.78,0,0,0,855.3,9042.09,0,87.48,58112.9,2600.27,0,6960881.21
14,4/30/1963 0:00,668.57,181862152.8,181870843.8,3399.15,0,0,0,569.16,4821.46,0,86.55,9584.27,9572.1,0,6965702.66
14,5/31/1963 0:00,574.34,181870843.8,181764631.2,3362.01,0,0,0,511.2,15497.17,0,90.18,132964.72,7471.86,0,6981199.83
14,6/30/1963 0:00,16879.07,181764631.2,181565234.3,3439.72,0,0,0,506.16,44969.36,0,94.4,257827.88,9610.16,0,7026169.19
14,7/31/1963 0:00,13597.56,181565234.3,181416286.1,3519.37,0,0,0,501.16,106675.78,0,98.59,271625.18,12079.23,0,7132844.97
14,8/31/1963 0:00,8186.38,181416286.1,181321001.2,3586.34,0,0,0,496.22,95955.96,0,102.54,211229.56,16008.75,0,7228800.93
14,9/30/1963 0:00,421.22,181321001.2,181350725,3602.93,0,0,0,491.32,22685.2,0,103.89,10905.78,13954,0,7251486.13
14,10/31/1963 0:00,512.16,181350725,181370247,3601.25,0,0,0,486.47,13619.46,0,109.47,14271.4,16195.68,0,7265105.6
14,11/30/1963 0:00,578.22,181370247,181394429.2,3586.6,0,0,0,1230.35,7507.58,0,105.33,500,12463,0,7272613.18
14,12/31/1963 0:00,414.89,181394429.2,181415361.4,3562.7,0,0,0,476.91,5165.74,0,101.16,500,12328.01,0,7277778.92
14,1/31/1964 0:00,661.15,181415361.4,181399143.1,3533.8,0,0,0,490.44,7350.96,0,97.63,42292.49,14796.65,0,7285129.88
14,2/29/1964 0:00,501.08,181399143.1,181395725.5,3501.01,0,0,0,467.55,6065.68,0,96.13,26768.69,13413,0,7291195.56
14,3/31/1964 0:00,684.88,181395725.5,181338584.7,3466.49,0,0,0,462.93,10896.66,0,96.98,75534.32,3664.36,0,7302092.22
14,4/30/1964 0:00,540.43,181338584.7,181310794.8,3430.44,0,0,0,458.36,8996.12,0,99.52,49282.04,8706.76,0,7311088.33
14,5/31/1964 0:00,551.7,181310794.8,181200644.8,3393.73,0,0,0,453.84,19709.73,0,104.03,139574.47,5971.2,0,7330798.06
14,6/30/1964 0:00,17346.39,181200644.8,181010913.6,3474.12,0,0,0,449.36,56365.14,0,109.67,257681.98,7771.8,0,7387163.2
14,7/31/1964 0:00,13675.23,181010913.6,180874881.3,3555.63,0,0,0,444.93,115673.86,0,118.05,268345.26,12756.66,0,7502837.07
14,8/31/1964 0:00,7946.98,180874881.3,180783496.7,3621.87,0,0,0,440.54,94032.02,0,124.62,204214.01,14859.53,0,7596869.08
14,9/30/1964 0:00,419.51,180783496.7,180814714.5,3637.7,0,0,0,436.19,23349.73,0,127.12,10609.97,14531.31,0,7620218.81
14,10/31/1964 0:00,500.15,180814714.5,180834799.8,3634.71,0,0,0,431.89,14117,0,132.57,12848.79,14883.09,0,7634335.81
14,11/30/1964 0:00,495.91,180834799.8,180848471.9,3618.43,0,0,0,434.43,9470.71,0,129.13,13313.39,13591.05,0,7643806.52
14,12/31/1964 0:00,567.14,180848471.9,180870347.5,3593.79,0,0,0,694.37,5722.25,0,124.4,500,12489.59,0,7649528.77
14,1/31/1965 0:00,602.41,180870347.5,180878729.7,3563.9,0,0,0,419.23,5591.59,0,121.45,14909.6,13838.55,0,7655120.36
14,2/28/1965 0:00,549.2,180878729.7,180874366.3,3530.54,0,0,0,415.09,6091.07,0,119.66,29462.5,15182.04,0,7661211.43
14,3/31/1965 0:00,653.5,180874366.3,180807082.5,3495.44,0,0,0,410.99,11816.64,0,119.47,88085.11,5197.66,0,7673028.07
14,4/30/1965 0:00,747.2,180807082.5,180822686.9,3459.53,0,0,0,602.96,4889.48,0,117.01,900.01,7669.46,0,7677917.55
14,5/31/1965 0:00,540,180822686.9,180705033.4,3422.73,0,0,0,402.92,17587.67,0,119.19,145955.51,7007.84,0,7695505.22
14,6/30/1965 0:00,16038.6,180705033.4,180503319.2,3480.81,0,0,0,398.95,45892.08,0,121.84,260980.01,9615.84,0,7741397.3
14,7/31/1965 0:00,13296.64,180503319.2,180356642,3547.39,0,0,0,395.01,102437.48,0,126.19,265721.24,12790.37,0,7843834.78
14,8/31/1965 0:00,8271.85,180356642,180260811,3605.29,0,0,0,391.11,95439.83,0,128.66,210615.96,15477.4,0,7939274.62
14,9/30/1965 0:00,400.44,180260811,180289867.3,3616.65,0,0,0,387.26,23460.15,0,127.31,12712.19,14431.71,0,7962734.77
14,10/31/1965 0:00,415.45,180289867.3,180280705.5,3611.52,0,0,0,383.44,19053.02,0,125.4,43661.7,11577.32,0,7981787.79
14,11/30/1965 0:00,1199.58,180280705.5,180312545.8,3598.31,0,0,0,7783.11,7852.72,0,121.53,500,13227.65,0,7989640.52
14,12/31/1965 0:00,995.21,180312545.8,180335824.3,3577.37,0,0,0,1355.71,5926.79,0,117.03,500,13035.69,0,7995567.3
14,1/31/1966 0:00,574.53,180335824.3,180356936,3549.85,0,0,0,372.34,4728.82,0,113.14,500,13073.82,0,8000296.12
14,2/28/1966 0:00,634.85,180356936,180377840.2,3519.06,0,0,0,368.66,4030.3,0,111.49,500,13597.75,0,8004326.42
14,3/31/1966 0:00,545.62,180377840.2,180327650.1,3485.91,0,0,0,365.03,9514.29,0,113.24,68314.47,4872.37,0,8013840.71
14,4/30/1966 0:00,552.06,180327650.1,180290139.4,3451.43,0,0,0,361.43,8967.62,0,114.9,58125.3,7948.99,0,8022808.33
14,5/31/1966 0:00,576.84,180290139.4,180179121.4,3416.29,0,0,0,357.86,17621.11,0,116.99,138422.86,6126.65,0,8040429.44
14,6/30/1966 0:00,14454.21,180179121.4,179975483.1,3459.03,0,0,0,354.33,46339.79,0,119.81,263396.62,9724.94,0,8086769.23
14,7/31/1966 0:00,12434.41,179975483.1,179830859.6,3510.92,0,0,0,350.83,100912.62,0,124.44,261964.61,12691.16,0,8187681.85
14,8/31/1966 0:00,8342.04,179830859.6,179733111.5,3558.48,0,0,0,347.37,96937.17,0,128.42,213237.78,14775.13,0,8284619.01
14,9/30/1966 0:00,411.88,179733111.5,179764010.7,3564.94,0,0,0,343.95,23219.45,0,127.84,10935.38,14834.07,0,8307838.47
14,10/31/1966 0:00,400,179764010.7,179750743.4,3557.51,0,0,0,340.55,19821.19,0,126.55,49458.14,12598.14,0,8327659.66
14,11/30/1966 0:00,459.13,179750743.4,179767417.4,3540.52,0,0,0,337.2,11233.84,0,123.52,12682.29,14368.21,0,8338893.5
14,12/31/1966 0:00,983.82,179767417.4,179794986.9,3519.22,0,0,0,5655.09,5607.93,0,118.92,500,13406.19,0,8344501.43
14,1/31/1967 0:00,913.71,179794986.9,179819102.2,3493.37,0,0,0,3387.52,4410.99,0,114.84,500,13438.27,0,8348912.43
14,2/28/1967 0:00,513.81,179819102.2,179840104.9,3463.68,0,0,0,346.2,4248.99,0,111.88,500,13555.72,0,8353161.42
14,3/31/1967 0:00,626.36,179840104.9,179805532,3432.38,0,0,0,4255.53,7862.04,0,112.32,57631.3,7620.76,0,8361023.46
14,4/30/1967 0:00,763.94,179805532,179828355,3400.36,0,0,0,4253.05,3295.23,0,109.3,800.01,12783.6,0,8364318.69
14,5/31/1967 0:00,556.19,179828355,179722612.3,3367.36,0,0,0,375.67,15139.96,0,111.6,136343.94,11829.9,0,8379458.65
14,6/30/1967 0:00,16630.05,179722612.3,179513145.5,3434.1,0,0,0,371.95,34017.04,0,115.18,264068.03,16893.27,0,8413475.69
14,7/31/1967 0:00,12987.27,179513145.5,179344304.2,3501.11,0,0,0,368.28,83215.4,0,119.62,277857.12,22050.69,0,8496691.09
14,8/31/1967 0:00,8375.1,179344304.2,179246187.4,3557.14,0,0,0,364.64,90281.53,0,122.99,216223.2,24026.12,0,8586972.63
14,9/30/1967 0:00,419.44,179246187.4,179279770.6,3568.21,0,0,0,361.03,21239.59,0,123.12,9562.87,18100.29,0,8608212.21
14,10/31/1967 0:00,407.13,179279770.6,179267551,3563.85,0,0,0,357.47,18133.87,0,122.01,49415.94,15263.24,0,8626346.08
14,11/30/1967 0:00,632.9,179267551,179295511.6,3549.48,0,7,0,491.76,8562.58,0,118.65,500,15968.34,0,8634908.66
14,12/31/1967 0:00,477.56,179295511.6,179319891.9,3527.47,0,70,0,350.43,5604.83,0,113.9,500,15441.54,0,8640513.48
14,1/31/1968 0:00,582.94,179319891.9,179320492.1,3501.03,0,114.08,0,346.97,6270.47,0,110.23,27012.49,17490.34,0,8646783.95
14,2/29/1968 0:00,617.06,179320492.1,179335217.1,3471.71,0,335.68,0,343.54,4624.82,0,108.06,10864.88,16922.2,0,8651408.78
14,3/31/1968 0:00,695.19,179335217.1,179281496.1,3440.76,0,766.18,0,340.15,9847.46,0,109.06,77094.23,9087.69,0,8661256.23
14,4/30/1968 0:00,628.1,179281496.1,179272311.1,3408.54,0,936.1,0,336.79,6671.59,0,112.44,31423.62,10998.06,0,8667927.83
14,5/31/1968 0:00,547.12,179272311.1,179164032.4,3375.47,0,1377.24,0,333.46,16057.7,0,115.4,137151.65,7844.47,0,8683985.53
14,6/30/1968 0:00,17075.24,179164032.4,178970581.8,3437.08,0,1951.74,0,330.16,38436.21,0,120.06,247757.01,10271.31,0,8722421.74
14,7/31/1968 0:00,13836.27,178970581.8,178824321.7,3503.33,0,2575.09,0,326.9,85357.01,0,126.68,251739.14,13843.32,0,8807778.75
14,8/31/1968 0:00,8204.34,178824321.7,178736341.3,3558.24,0,2041.15,0,323.67,84359.08,0,129.93,192758.53,14625.99,0,8892137.82
14,9/30/1968 0:00,400,178736341.3,178775359.2,3569.92,0,1243.37,0,320.47,19658.44,0,128.4,1000.01,15354.08,0,8911796.27
14,10/31/1968 0:00,547.38,178775359.2,178805314.8,3567.11,0,1385.12,0,317.3,10499.1,0,126.21,700,15013.14,0,8922295.37
14,11/30/1968 0:00,525.81,178805314.8,178831099.7,3553.68,0,1226.66,0,314.17,6359.09,0,121.96,500,14953.31,0,8928654.46
14,12/31/1968 0:00,629.33,178831099.7,178855304.5,3533.68,0,1293.86,0,714.83,4543.17,0,117.25,500,14736.46,0,8933197.62
14,1/31/1969 0:00,38785.04,178855304.5,178887261.7,3762.98,0,1278.76,0,10490.62,1554.19,0,113.12,500,15483.78,0,8934751.81
14,2/28/1969 0:00,82995.64,178887261.7,178920409.5,4363.07,0,432.7,0,12204.97,1100.16,0,109.35,500,15656.29,0,8935851.97
14,3/31/1969 0:00,490.07,178920409.5,178939673.9,4488.47,0,237.85,0,1860.27,3747.71,0,106.05,700,9736.15,0,8939599.69
14,4/30/1969 0:00,630.66,178939673.9,178955630.8,4522.55,0,1273.03,0,1922.46,3360.17,0,106.33,8381.86,13366.89,0,8942959.86
14,5/31/1969 0:00,542.54,178955630.8,178852126.3,4503.44,0,2371.61,0,1824.08,13822.44,0,110.22,136363.24,10447.41,0,8956782.29
14,6/30/1969 0:00,12684.96,178852126.3,178675873.2,4562.99,0,3134.75,0,1806.25,24197.95,0,114.36,222696.44,12855.69,0,8980980.24
14,7/31/1969 0:00,13722.24,178675873.2,178500679.1,4655.55,0,3604.91,0,1788.59,39958.24,0,118.76,241157.17,16074.57,0,9020938.47
14,8/31/1969 0:00,8434.22,178500679.1,178392740.9,4715.73,0,3021.6,0,1771.11,50909.11,0,122.16,186811.79,18578.21,0,9071847.59
14,9/30/1969 0:00,427.53,178392740.9,178431931.2,4697.6,0,1197.66,0,1753.8,15173.15,0,122.42,1000.01,17490.5,0,9087020.74
14,10/31/1969 0:00,465.87,178431931.2,178438793.6,4655.97,0,1194.51,0,1736.65,11088.3,0,120.57,25401.28,13708.81,0,9098109.05
14,11/30/1969 0:00,487.21,178438793.6,178461342.5,4603.04,0,1284.07,0,1719.68,6173.51,0,116.92,7365.05,16250.6,0,9104282.55
14,12/31/1969 0:00,534.97,178461342.5,178487918.7,4545.09,0,1522.84,0,1702.87,3910.6,0,112.28,600,15607.06,0,9108193.15
14,1/31/1970 0:00,873.7,178487918.7,178515638.5,4486.41,0,1872.96,0,2565.81,2786.45,0,111.05,600,16719.21,0,9110979.6
14,2/28/1970 0:00,717.99,178515638.5,178541509.5,4426.65,0,2163.46,0,1669.96,2395.85,0,107.92,500,15823.06,0,9113375.45
14,3/31/1970 0:00,6784.42,178541509.5,178518084,4428.5,0,2050.92,0,1767.28,6109.4,0,106.89,41725.39,4050.69,0,9119484.85
14,4/30/1970 0:00,561.64,178518084,178523208,4391.54,0,3586.49,0,1637.27,3754.73,0,107.88,15834.61,7696.41,0,9123239.59
14,5/31/1970 0:00,585,178523208,178452438.4,4346.64,0,3870.3,0,1621.27,9449.32,0,109.18,93100.54,3152.59,0,9132688.91
14,6/30/1970 0:00,14365.28,178452438.4,178280848.5,4392.48,0,5180.06,0,1605.42,20850.82,0,110.95,208485.14,4977.44,0,9153539.72
14,7/31/1970 0:00,14014.9,178280848.5,178115293.3,4458.06,0,5889.41,0,1589.73,35855.32,0,113.86,224177.55,10943.72,0,9189395.05
14,8/31/1970 0:00,8519.08,178115293.3,178016445.2,4509.59,0,5010.09,0,1574.2,47506.02,0,115.99,170195.18,12863.17,0,9236901.06
14,9/30/1970 0:00,440,178016445.2,178052703.8,4506.53,0,2278.9,0,1558.82,14102.15,0,115.35,1100.01,15027.54,0,9251003.21
14,10/31/1970 0:00,453.03,178052703.8,178063242.6,4483.39,0,2265.84,0,1543.59,9847.36,0,113.85,18600.13,11112.64,0,9260850.57
14,11/30/1970 0:00,697.94,178063242.6,178092718.7,4448.46,0,1669.03,0,5129.77,4483.36,0,111.06,500,14356.53,0,9265333.93
14,12/31/1970 0:00,1006.84,178092718.7,178119902.1,4407.61,0,1089.72,0,5172.92,3187.49,0,106.67,600,14032.35,0,9268521.42
14,1/31/1971 0:00,922.79,178119902.1,178144145,4362.89,0,2023.98,0,1498.78,2883.79,0,102.99,600,14176.47,0,9271405.21
14,2/28/1971 0:00,563.49,178144145,178170178.7,4313.69,0,3817.97,0,1484.13,1974.12,0,102.6,500,15046.41,0,9273379.33
14,3/31/1971 0:00,10374.37,178170178.7,178149430.6,4334.87,0,5361,0,1469.63,5239.7,0,104.06,36861.46,-187.86,0,9278619.03
14,4/30/1971 0:00,667.06,178149430.6,178165982.8,4309.06,0,3814.12,0,1455.28,2700.38,0,103.78,1100.01,5477.18,0,9281319.41
14,5/31/1971 0:00,694.37,178165982.8,178132019.2,4274.19,0,4153.01,0,1441.06,6303.55,0,105.22,52473.26,2443.06,0,9287622.96
14,6/30/1971 0:00,16858.87,178132019.2,177977368.1,4312.76,0,6987.22,0,1426.98,17168.45,0,107.6,185620.08,1181.13,0,9304791.41
14,7/31/1971 0:00,14123.9,177977368.1,177828068.8,4374.8,0,9361.01,0,1413.04,24994.27,0,110.9,197113.36,7781.86,0,9329785.69
14,8/31/1971 0:00,8592.41,177828068.8,177733774.3,4425.43,0,8293.79,0,1399.24,28224.53,0,113.98,148780.93,12257.42,0,9358010.21
14,9/30/1971 0:00,440.13,177733774.3,177766016.8,4426.53,0,3929.89,0,1385.57,9550.27,0,113.92,1100.01,14164.25,0,9367560.48
14,10/31/1971 0:00,459.09,177766016.8,177775167.4,4409.58,0,3112.93,0,1372.03,7432.63,0,112.02,18220.93,11156.31,0,9374993.12
14,11/30/1971 0:00,548.89,177775167.4,177798475.8,4380.84,0,2372.25,0,1358.63,3982.27,0,108.53,1982.81,13305.73,0,9378975.39
14,12/31/1971 0:00,881.77,177798475.8,177825519.8,4345.92,0,2685.56,0,5529.15,2090.71,0,104.04,600,13096.76,0,9381066.1
14,1/31/1972 0:00,626.52,177825519.8,177850056.9,4305.06,0,4409.03,0,1332.22,1898.47,0,100.57,600,13292.91,0,9382964.57
14,2/29/1972 0:00,5767.69,177850056.9,177877203.8,4304.66,0,7315.63,0,1319.21,902.44,0,99.96,500,13904.85,0,9383867.01
14,3/31/1972 0:00,14558.16,177877203.8,177875887.6,4363.22,0,8517.17,0,1306.32,2936.61,0,100.79,17114.72,-1223.97,0,9386803.63
14,4/30/1972 0:00,667.03,177875887.6,177890638.5,4357.72,0,5441.86,0,1293.56,2066.05,0,100.86,1300.01,2992.54,0,9388869.67
14,5/31/1972 0:00,630.58,177890638.5,177848538.9,4337.33,0,7245.8,0,1280.93,6076.73,0,102.4,58269.7,-2668.27,0,9394946.4
14,6/30/1972 0:00,19029.04,177848538.9,177717063.4,4404.15,0,10387.28,0,1268.42,14310.02,0,105.12,161119.11,-621.09,0,9409256.42
14,7/31/1972 0:00,14154.64,177717063.4,177587806.1,4487.62,0,12803.32,0,1256.03,19376.18,0,108.92,172980,5908.37,0,9428632.6
14,8/31/1972 0:00,8615.76,177587806.1,177500462.7,4553.55,0,10557.36,0,1243.77,19437.69,0,111.52,132176.11,9151.95,0,9448070.29
14,9/30/1972 0:00,498.51,177500462.7,177528718.4,4562.51,0,4472.42,0,1231.62,6506.8,0,111.34,1200.01,12793.65,0,9454577.09
14,10/31/1972 0:00,533.99,177528718.4,177551897.5,4549.98,0,4069.64,0,1219.59,3937.54,0,109.66,900.01,10412.08,0,9458514.62
14,11/30/1972 0:00,1069.3,177551897.5,177576937,4526.17,0,2065.9,0,4929.67,2204.95,0,105.58,600,12018.39,0,9460719.57
14,12/31/1972 0:00,672.74,177576937,177597898.9,4491.8,0,1643.03,0,1195.89,2402.09,0,101.14,600,11930.16,0,9463121.66
14,1/31/1973 0:00,30337.08,177597898.9,177624494.8,4659.31,0,2848.56,0,5208.61,1024.54,0,101.5,600,13556.47,0,9464146.21
14,2/28/1973 0:00,47696.96,177624494.8,177652418.2,5134.17,0,2655.9,0,8326.37,-12.92,0,98.15,500,12417.95,0,9464133.29
14,3/31/1973 0:00,8818.37,177652418.2,177673156.5,5336.89,0,2445.25,0,4846.36,941.87,0,95.18,600,7863.12,0,9465075.16
14,4/30/1973 0:00,658.94,177673156.5,177696039.2,5385.59,0,6539.78,0,1450.71,450.39,0,96.95,1300.01,10453.23,0,9465525.55
14,5/31/1973 0:00,677.9,177696039.2,177654128.6,5373.82,0,7553.11,0,1436.47,5241.93,0,99.45,63555.64,2139.2,0,9470767.47
14,6/30/1973 0:00,27273.45,177654128.6,177536282.2,5581.22,0,10969.21,0,1422.38,11356.54,0,102.4,146952.12,-121.28,0,9482124.01
14,7/31/1973 0:00,14355.96,177536282.2,177417640.8,5741.6,0,13902.52,0,1408.42,12985.5,0,106.4,158285.8,5712.74,0,9495109.52
14,8/31/1973 0:00,9701.35,177417640.8,177333334.3,5848.73,0,11685.73,0,1394.6,13057.93,0,109.65,126809.28,10625.43,0,9508167.45
14,9/30/1973 0:00,480,177333334.3,177359509.8,5840.78,0,3682.47,0,1380.92,4181.19,0,109.36,1200.01,12399.52,0,9512348.64
14,10/31/1973 0:00,615.69,177359509.8,177382205.9,5794.56,0,2781.46,0,1367.37,2670.37,0,107.63,1000.01,11189.97,0,9515019.01
14,11/30/1973 0:00,628.91,177382205.9,177397066.1,5728.39,0,2665.38,0,1353.95,2497.38,0,104.21,9963.37,12682.71,0,9517516.39
14,12/31/1973 0:00,711.36,177397066.1,177421625,5652.4,0,4942.28,0,1542.64,1039.77,0,100.08,600,12081.89,0,9518556.16
14,1/31/1974 0:00,46130.66,177421625,177450126.4,6031.44,0,4985.65,0,6268.28,-262.99,0,96.19,600,12175.18,0,9518293.17
14,2/28/1974 0:00,25752.7,177450126.4,177478733.6,6390.68,0,9215.83,0,1314.49,-490.93,0,94.86,500,12772.02,0,9517802.24
14,3/31/1974 0:00,48013.56,177478733.6,177499492.3,7183.78,0,9457.82,0,4447.19,-237.19,0,95.02,900.01,902.14,0,9517565.05
14,4/30/1974 0:00,682.49,177499492.3,177519536.6,7331.02,0,5540.54,0,1288.83,432.32,0,95.57,1300.01,6847.2,0,9517997.37
14,5/31/1974 0:00,675.2,177519536.6,177487503.5,7320.16,0,7962.31,0,1276.19,4056.08,0,98.14,54589.08,2039.34,0,9522053.46
14,6/30/1974 0:00,14994.15,177487503.5,177392861,7418.97,0,14275.16,0,1263.67,8703.94,0,101.49,126362.37,159.65,0,9530757.4
14,7/31/1974 0:00,14276.33,177392861,177300614.6,7533.18,0,17533.2,0,1251.27,9355.98,0,105.7,133028.72,5214.39,0,9540113.37
14,8/31/1974 0:00,10829.27,177300614.6,177240494.6,7609.59,0,15481.57,0,1239,8144.05,0,109.39,101825.5,9340.72,0,9548257.43
14,9/30/1974 0:00,520,177240494.6,177266606.1,7542.77,0,4713.3,0,1226.84,2070.07,0,109.31,1300.01,11967.83,0,9550327.5
14,10/31/1974 0:00,530.64,177266606.1,177245599.7,7427.8,0,3353.6,0,1214.81,4817.4,0,108.02,53300.67,15588.69,0,9555144.91
14,11/30/1974 0:00,537.72,177245599.7,177270027.9,7290.01,0,3095.12,0,1202.9,1323.43,0,104.28,700,12320.98,0,9556468.34
14,12/31/1974 0:00,777.92,177270027.9,177295612.1,7143.78,0,4791.74,0,1754.19,442.9,0,100.11,600,12151.73,0,9556911.24
14,1/31/1975 0:00,35229.08,177295612.1,177326493.6,7320.86,0,10879.36,0,1179.41,-925.81,0,99.35,600,13127,0,9555985.43
14,2/28/1975 0:00,51001.26,177326493.6,177358990.8,7981.67,0,9845.59,0,4521.29,-1591.46,0,97.18,600,12437.29,0,9554393.98
14,3/31/1975 0:00,47595.53,177358990.8,177378954.2,8989.76,0,10837.88,0,2909.03,-527.97,0,96.29,1100.01,-1048.99,0,9553866
14,4/30/1975 0:00,16962.65,177378954.2,177407107.7,9513.22,0,10771.5,0,1145.54,-1184.11,0,97,1300.01,9304.39,0,9552681.89
14,5/31/1975 0:00,675,177407107.7,177404965.2,9546.83,0,11244.27,0,1133.82,1078.24,0,99.5,24558.07,-488.12,0,9553760.14
14,6/30/1975 0:00,25417.19,177404965.2,177333889,9857.37,0,16143.86,0,1122.7,6106.9,0,102.77,103348.02,-856.23,0,9559867.04
14,7/31/1975 0:00,14552.78,177333889,177227782.1,10028.04,0,17402.54,0,1111.69,9411.47,0,106.29,148516.93,4562.52,0,9569278.51
14,8/31/1975 0:00,11559.46,177227782.1,177163650.5,10094.85,0,16081.27,0,1100.79,7336.89,0,109.48,108399.15,9763.25,0,9576615.4
14,9/30/1975 0:00,505.53,177163650.5,177191791.3,9931.48,0,5913.68,0,1090,940,0,109.4,1200.01,11575.06,0,9577555.4
14,10/31/1975 0:00,616.56,177191791.3,177189242.3,9696.29,0,4006.59,0,1079.31,2601.25,0,107.66,32157.32,12332.54,0,9580156.65
14,11/30/1975 0:00,506.03,177189242.3,177212628.3,9432.28,0,3562.27,0,1068.73,633.15,0,103.83,700,9493.44,0,9580789.8
14,12/31/1975 0:00,490.66,177212628.3,177241140.4,9160.7,0,8682.62,0,1058.25,-697.19,0,99.52,600,11007.25,0,9580092.61
14,1/31/1976 0:00,36302.17,177241140.4,177272592.4,9307.77,0,13785.52,0,1047.87,-1584.71,0,97.5,600,9593.02,0,9578507.91
14,2/29/1976 0:00,58308.11,177272592.4,177302229.6,10169.66,0,8597.37,0,1294.46,-1339.82,0,96.62,600,11612.18,0,9577168.08
14,3/31/1976 0:00,27358.47,177302229.6,177321274.1,10830.54,0,11002.06,0,1027.42,-583.25,0,96.55,1100.01,-2035.7,0,9576584.83
14,4/30/1976 0:00,15860.41,177321274.1,177348350.3,11173.83,0,7648.48,0,1017.35,-1110.86,0,96.73,1200.01,9644.11,0,9575473.97
14,5/31/1976 0:00,675,177348350.3,177339583.8,11068.59,0,10470.42,0,1007.37,1390.45,0,99.76,29976.11,-2627.42,0,9576864.42
14,6/30/1976 0:00,23968.7,177339583.8,177262965.8,11243.62,0,15419.7,0,997.5,6399.6,0,103.24,106864.74,-3710.41,0,9583264.01
14,7/31/1976 0:00,14664.15,177262965.8,177174422.5,11319.19,0,19246.79,0,987.72,7990.72,0,107.78,127987.09,7.11,0,9591254.74
14,8/31/1976 0:00,12133,177174422.5,177096487.3,11314.99,0,13731.31,0,978.03,7820.62,0,110.76,115062.4,3392.98,0,9599075.35
14,9/30/1976 0:00,1503.26,177096487.3,177123039.1,11086.07,0,3491.02,0,3183.73,578.38,0,110.81,1100.01,9423.46,0,9599653.73
14,10/31/1976 0:00,470.79,177123039.1,177145706.2,10779.27,0,1780.26,0,958.95,734.57,0,109.41,900.01,9423.49,0,9600388.3
14,11/30/1976 0:00,576.96,177145706.2,177165709.1,10448.63,0,2467.57,0,949.55,417.94,0,105.25,3679.43,9503.82,0,9600806.24
14,12/31/1976 0:00,14030.84,177165709.1,177193857.7,10266.72,0,9113.72,0,940.24,-1095.15,0,101.39,600,9624.49,0,9599711.09
14,1/31/1977 0:00,27121.15,177193857.7,177217319.4,10332.33,0,5463.1,0,931.03,-586.3,0,97.67,600,8019.18,0,9599124.79
14,2/28/1977 0:00,614.82,177217319.4,177227124.9,10164.21,0,2268.86,0,921.9,614.49,0,95.3,12695.99,8627.35,0,9599739.28
14,3/31/1977 0:00,16480.63,177227124.9,177151713.2,10129.61,0,2526.61,0,912.86,7057.15,0,95.36,91596.33,-4346.28,0,9606796.44
14,4/30/1977 0:00,700,177151713.2,177153676.9,9941.97,0,1797.53,0,903.92,2180.14,0,94.83,14550.7,1785.69,0,9608976.58
