subregion,Time,DP,Si,Sf,NDP,Stream,R,Lake,BI,Sub,Subsurface Irrigation (+),Tile Drain Outflow (-),P,Net Subsurface Inflow (+),Discrepancy (=),Cum. Sub.
17,8/31/1977 0:00,16597.97,98240201.59,98128398.99,12660.17,11879.65,1040.01,0,233.51,4968.23,0,0,134583.83,-8000.34,0,146142.81
17,9/30/1977 0:00,1080.02,98128398.99,98072012.81,12319.79,728.74,406,0,231.12,2052.4,0,0,70084.68,-2039.53,0,148195.21
17,10/31/1977 0:00,1142.37,98072012.81,98042060.42,11835.14,1210.39,1268.56,0,228.75,1104.49,0,0,36812.95,-8786.77,0,149299.7
17,11/30/1977 0:00,1350.68,98042060.42,98045409.06,11309.54,535.37,540.4,0,226.41,-169.18,0,0,1477.51,-7616.38,0,149130.52
17,12/31/1977 0:00,63735.49,98045409.06,98054303.32,13674.48,2516.44,103,0,1018.02,-129.23,0,0,1300.01,-6988.44,0,149001.29
17,1/31/1978 0:00,81188.14,98054303.32,98068294.55,19766.39,-558,1425.01,0,998.97,-101.8,0,0,1300.01,-6239.33,0,148899.48
17,2/28/1978 0:00,108192.64,98068294.55,98098306.1,31473,-5110.18,11510.73,0,1441.04,-92.01,0,0,1200.01,-8011.02,0,148807.47
17,3/31/1978 0:00,118230.32,98098306.1,98161717.44,46453.05,18688.16,9589.07,0,1530.02,-235.67,0,0,1300.01,-11313.27,0,148571.8
17,4/30/1978 0:00,54417.02,98161717.44,98226751.38,47620.04,18712.01,8966.06,0,1525.29,-271.48,0,0,2300.02,-9217.97,0,148300.32
17,5/31/1978 0:00,18271.66,98226751.38,98288123.96,41509.27,15405.99,21458.15,0,452.25,-161.35,0,0,5494.34,-11797.39,0,148138.97
17,6/30/1978 0:00,26620.66,98288123.96,98327383.58,37659.79,6737.13,29086.2,0,447.62,143.39,0,0,19474.03,-15340.48,0,148282.35
17,7/31/1978 0:00,24577.38,98327383.58,98350071.33,34705.88,5226.73,29494.2,0,443.04,199.09,0,0,34918.14,-12463.04,0,148481.44
17,8/31/1978 0:00,16937.53,98350071.33,98361404.08,31655.13,4961.45,21976.15,0,438.5,94.37,0,0,39008.17,-8784.68,0,148575.8
17,9/30/1978 0:00,1668.7,98361404.08,98368633.08,27759.4,-9749.83,5426.04,0,434.01,-338.58,0,0,9271.66,-7030.37,0,148237.22
17,10/31/1978 0:00,1100.02,98368633.08,98420759.5,24566.49,-14903.4,55861.29,0,429.57,-345.35,0,0,2023.31,-11458.84,0,147891.87
17,11/30/1978 0:00,1477.14,98420759.5,98452190.8,21939,-8136.58,28843,0,425.17,-236.07,0,0,1345.51,-10057.7,0,147655.8
17,12/31/1978 0:00,1641.59,98452190.8,98463977,19809.18,11.26,17,0,420.81,-159.58,0,0,1300.01,-7012.46,0,147496.22
17,1/31/1979 0:00,44654.99,98463977,98478269.67,20705.91,161.75,2,0,731.27,-140.98,0,0,1300.01,-5867.28,0,147355.24
17,2/28/1979 0:00,36464.06,98478269.67,98502334.9,22239.34,-10240.15,19863.14,0,672.21,-147.73,0,0,1200.01,-7121.58,0,147207.51
17,3/31/1979 0:00,25919.11,98502334.9,98510486.14,22926.51,-2393.88,3957.03,0,840.69,94.46,0,0,1800.01,-15473.56,0,147301.98
17,4/30/1979 0:00,8367.13,98510486.14,98538732.99,21867.19,3267.34,14003.1,0,403.84,-170.87,0,0,3037.02,-8086.72,0,147131.11
17,5/31/1979 0:00,47753.43,98538732.99,98548169.23,24304.77,9235.09,23408.16,0,399.7,389.74,0,0,33390.23,-14911,0,147520.84
17,6/30/1979 0:00,26188.88,98548169.23,98555744.45,24881.49,8334.76,25242.17,0,395.61,235.47,0,0,39654.57,-11859.71,0,147756.31
17,7/31/1979 0:00,24291.91,98555744.45,98541345.43,24988.74,1293.22,24649.17,0,391.56,343.78,0,0,56316.59,-9748.89,0,148100.09
17,8/31/1979 0:00,16897.48,98541345.43,98468880.63,24168.98,-322.08,8510.06,0,387.55,816.83,0,0,103811.22,-2214.92,0,148916.92
17,9/30/1979 0:00,1166.65,98468880.63,98423240.76,21971.9,-3380.33,1155.01,0,383.58,-31.83,0,0,66711.26,973.07,0,148885.09
17,10/31/1979 0:00,1331.37,98423240.76,98409756.29,20006.79,-4263.24,1909.71,0,379.65,-339.85,0,0,25700.78,-5476.75,0,148545.24
17,11/30/1979 0:00,1577.24,98409756.29,98416578.3,18313.7,-3813.6,823.41,0,375.77,-421.23,0,0,1468.11,-6987.92,0,148124.01
17,12/31/1979 0:00,1477.84,98416578.3,98423078.1,16851.96,-2532.22,21,0,371.92,-232.84,0,0,1400.01,-6580.01,0,147891.17
17,1/31/1980 0:00,72214.64,98423078.1,98477127.1,20141.43,16834.2,26412.18,0,1374.4,-268.92,0,0,1400.01,-9044.27,0,147622.25
17,2/29/1980 0:00,61870.82,98477127.1,98535273.7,25374.56,11660.4,30670.21,0,1150.56,-255.94,0,0,1200.01,-9253.19,0,147366.3
17,3/31/1980 0:00,38985.29,98535273.7,98578034.51,27994.11,19365,7499.05,0,716.45,-133.09,0,0,1700.01,-10980.7,0,147233.22
17,4/30/1980 0:00,38199.18,98578034.51,98619792.55,29750.68,4282.21,17902.12,0,391.36,-206.17,0,0,2987.22,-7374.95,0,147027.05
17,5/31/1980 0:00,46953.56,98619792.55,98626114.05,32296.92,2163.87,21454.15,0,387.35,397.53,0,0,35994.45,-14383.86,0,147424.57
17,6/30/1980 0:00,25753.22,98626114.05,98630854.99,31374.04,-240.8,25104.17,0,383.38,225.2,0,0,39759.48,-12345.58,0,147649.78
17,7/31/1980 0:00,24555.06,98630854.99,98634258.13,30162.56,3659.38,27137.19,0,379.46,194.55,0,0,48246.23,-9883.76,0,147844.32
17,8/31/1980 0:00,16856.18,98634258.13,98623935.7,28153.28,-1754.2,20446.14,0,375.57,150,0,0,49677.34,-8015.87,0,147994.32
17,9/30/1980 0:00,1200.02,98623935.7,98605633.34,24872.29,-10075.4,7651.05,0,371.73,-114.45,0,0,37600.16,-3407.43,0,147879.87
17,10/31/1980 0:00,1316.85,98605633.34,98582925.07,22189.72,-10595.29,3072.62,0,367.92,-7.9,0,0,36976.16,-759.17,0,147871.97
17,11/30/1980 0:00,1371,98582925.07,98593901.74,20012.47,-2440.87,2384.62,0,364.15,-406.48,0,0,1876.31,-7060.91,0,147465.49
17,12/31/1980 0:00,1552.94,98593901.74,98603455.6,18210.49,-1272.77,204,0,360.42,-220.47,0,0,1600.01,-6127.81,0,147245.02
17,1/31/1981 0:00,17213.6,98603455.6,98615455.51,17590.02,127.41,371,0,782.05,-166.51,0,0,1600.01,-5104.05,0,147078.52
17,2/28/1981 0:00,5286.86,98615455.51,98622576.65,16536.12,-4199.66,664,0,353.08,-129.09,0,0,1400.01,-4703.32,0,146949.43
17,3/31/1981 0:00,26317.7,98622576.65,98622938.85,16743.82,1986.77,439,0,557.59,166.97,0,0,2400.02,-17131.93,0,147116.4
17,4/30/1981 0:00,2233.55,98622938.85,98627481.16,15890.45,-39.79,482,0,345.89,-112.43,0,0,5348.94,-6674.88,0,147003.96
17,5/31/1981 0:00,31051.84,98627481.16,98578575.01,16738.94,7597.14,14716.1,0,342.34,967.39,0,0,79397.25,-9870.82,0,147971.36
17,6/30/1981 0:00,25684.49,98578575.01,98585577.26,17586.55,15711.87,23900.17,0,338.84,-13.27,0,0,40164.48,-10357.42,0,147958.09
17,7/31/1981 0:00,24508.2,98585577.26,98519625.21,18449.45,-260.18,15884.11,0,335.37,870.46,0,0,99248.59,-1982.68,0,148828.55
17,8/31/1981 0:00,16891.94,98519625.21,98428475.44,18587.04,6083.23,4610.03,0,331.94,1019.33,0,0,120699.14,-1082.2,0,149847.89
17,9/30/1981 0:00,1320,98428475.44,98378522.48,17434.11,-669.46,848.01,0,328.54,-49.09,0,0,67293.57,-551.5,0,149798.79
17,10/31/1981 0:00,1668.92,98378522.48,98374594.51,16281.17,-2884.7,1867.21,0,325.17,-573.2,0,0,12901.39,-6042.24,0,149225.6
17,11/30/1981 0:00,2913.9,98374594.51,98380904.07,15254.67,-1571.05,723.41,0,327.56,-386.56,0,0,1568.11,-6470.36,0,148839.04
17,12/31/1981 0:00,7683.38,98380904.07,98386812.27,14529.63,-1351.23,23,0,318.55,-232.49,0,0,1600.01,-5779.25,0,148606.55
17,1/31/1982 0:00,42690.87,98386812.27,98397291.59,15918.01,-2749.14,916.01,0,658.88,-181.9,0,0,1600.01,-2482.53,0,148424.64
17,2/28/1982 0:00,1867.19,98397291.59,98412778.92,15302.54,406.86,1580.01,0,312.06,-162.39,0,0,1400.01,-551.74,0,148262.26
17,3/31/1982 0:00,69541.58,98412778.92,98417671.51,19491.84,-2276.57,1947.01,0,1402.37,76.2,0,0,2000.01,-13748.26,0,148338.46
17,4/30/1982 0:00,42914.44,98417671.51,98466434.76,22707.86,24322.51,11701.08,0,857.65,-229.14,0,0,3095.32,-7501.39,0,148109.32
17,5/31/1982 0:00,37762.22,98466434.76,98521052.51,25064.01,22137.92,27606.19,0,327.21,-35.97,0,0,3865.03,-16616.58,0,148073.35
17,6/30/1982 0:00,21955.53,98521052.51,98556497.61,24988.82,9160.71,26222.18,0,323.86,5.55,0,0,14157.2,-11098.82,0,148078.89
17,7/31/1982 0:00,24129.32,98556497.61,98546346.07,24813.35,5794.6,24519.17,0,320.54,518.01,0,0,60073.52,-6043.7,0,148596.91
17,8/31/1982 0:00,16806.21,98546346.07,98531625.23,23774.9,3538.42,18954.13,0,317.26,228.49,0,0,56095.29,-5438.76,0,148825.4
17,9/30/1982 0:00,1979.54,98531625.23,98540132.37,21439.62,-5369.83,5843.04,0,320.02,-466.69,0,0,7139.45,-6119.58,0,148358.71
17,10/31/1982 0:00,6696.97,98540132.37,98574315.21,19741.93,-8346.16,34120.19,0,334.24,-319.57,0,0,2169.42,-9178.37,0,148039.14
17,11/30/1982 0:00,58630.34,98574315.21,98624452.64,22993.99,5291.82,33775.23,0,930.86,-272.29,0,0,1600.01,-10982.18,0,147766.85
17,12/31/1982 0:00,31558.44,98624452.64,98675142.66,24456.25,6641.98,31641.22,0,413.96,-242,0,0,1600.01,-10621.38,0,147524.85
17,1/31/1983 0:00,112590.77,98675142.66,98730219.45,38477.53,878.94,25869.18,0,1453.65,-232.36,0,0,1600.01,-9770.13,0,147292.48
17,2/28/1983 0:00,72286.16,98730219.45,98784139.17,45328.75,-411.07,19060.13,0,1609.85,-220.38,0,0,1500.01,-9947.56,0,147072.11
17,3/31/1983 0:00,84032.95,98784139.17,98830870.85,52812.51,774.73,2995.02,0,1705.34,-157.83,0,0,1600.01,-9798.07,0,146914.28
17,4/30/1983 0:00,11914.51,98830870.85,98878734.56,43380.05,7512.89,5647.04,0,754.09,-202.38,0,0,2895.32,-6332.67,0,146711.9
17,5/31/1983 0:00,25480.51,98878734.56,98907872.07,38779.43,5926.01,18843.13,0,624,143.27,0,0,25795.58,-9382.75,0,146855.17
17,6/30/1983 0:00,25467.37,98907872.07,98927105.84,35671.55,9524.64,23576.16,0,617.61,196,0,0,43507.6,-6844.59,0,147051.17
17,7/31/1983 0:00,24292.42,98927105.84,98919451.1,33313.8,-573.61,24462.17,0,611.29,307.15,0,0,59032.81,-6742.73,0,147358.32
17,8/31/1983 0:00,16088.03,98919451.1,98889540.62,30461.12,-4420.97,15266.11,0,605.03,317.32,0,0,66576.26,-5562.81,0,147675.63
17,9/30/1983 0:00,1637.42,98889540.62,98897847.87,26608.85,-6790.66,8941.06,0,598.83,-470.18,0,0,15143.7,-5436.94,0,147205.45
17,10/31/1983 0:00,1563.57,98897847.87,98920286.33,23523.55,-1326.76,22344.45,0,592.7,-234.18,0,0,15922.61,-6538.69,0,146971.27
17,11/30/1983 0:00,26666.21,98920286.33,98952199.38,23143.05,1759.68,16340.41,0,971.58,-327.4,0,0,1559.61,-8414.67,0,146643.87
17,12/31/1983 0:00,49244.3,98952199.38,98982512.36,26251.98,2026.5,10952.08,0,770.96,-228.2,0,0,1700.01,-7760.32,0,146415.67
17,1/31/1984 0:00,1758.37,98982512.36,99013441.64,23628.69,4233.41,11021.08,0,574.68,-194.78,0,0,1700.01,-6633.79,0,146220.89
17,2/29/1984 0:00,2056.55,99013441.64,99021250.16,21326.98,-14449.05,1461.01,0,568.79,-128.29,0,0,1500.01,529.09,0,146092.6
17,3/31/1984 0:00,2323.13,99021250.16,99011036.07,19421.93,-669.2,1122.01,0,562.97,344.42,0,0,12964.89,-18031.33,0,146437.02
17,4/30/1984 0:00,2267.81,99011036.07,98995525.04,17752.23,-440.23,8673.06,0,557.2,189.3,0,0,37762.86,-4479.74,0,146626.32
17,5/31/1984 0:00,35879.37,98995525.04,98984356.02,18879.27,1865.51,22050.15,0,551.5,288.9,0,0,39102.27,-15702.08,0,146915.22
17,6/30/1984 0:00,25062.34,98984356.02,98972347.87,19484.74,-1907.68,23498.16,0,545.85,195.43,0,0,41979.89,-11844.76,0,147110.65
17,7/31/1984 0:00,24188.13,98972347.87,98955982.4,20183.19,293.09,24966.17,0,540.26,247.84,0,0,53763.57,-8832.45,0,147358.48
17,8/31/1984 0:00,16574.03,98955982.4,98896832.66,20038.3,1700.12,11206.08,0,534.73,618.16,0,0,87762.91,-5484.22,0,147976.65
17,9/30/1984 0:00,1440.02,98896832.66,98852676.45,18434.69,-4853.43,2582.02,0,529.25,-61.76,0,0,61193.82,406.86,0,147914.88
17,10/31/1984 0:00,1834.84,98852676.45,98841342.39,17010.82,-7698.76,1933.96,0,523.83,-383.23,0,0,18939.23,-3781.46,0,147531.66
17,11/30/1984 0:00,15717.17,98841342.39,98848424.64,16602.52,-2996.39,1094.31,0,644.26,-375.84,0,0,1759.61,-6126.99,0,147155.81
17,12/31/1984 0:00,40005.99,98848424.64,98857656.93,18493.23,-2266.71,26,0,513.29,-225.79,0,0,1700.01,-5607.73,0,146930.02
17,1/31/1985 0:00,2302.98,98857656.93,98868076.03,17418.2,-127.88,0,0,507.9,-170.79,0,0,1700.01,-5508.31,0,146759.24
17,2/28/1985 0:00,2101.46,98868076.03,98883819.3,16249.24,2998.07,852.01,0,502.7,-154.7,0,0,1500.01,-3204.04,0,146604.54
17,3/31/1985 0:00,3017.54,98883819.3,98880278.64,15165.44,-808.69,696,0,593.35,167.13,0,0,3195.32,-16158.57,0,146771.67
17,4/30/1985 0:00,2090.59,98880278.64,98855485.49,14140.46,541.53,1025.01,0,492.46,276.01,0,0,38061.36,-3207.25,0,147047.68
17,5/31/1985 0:00,31173.45,98855485.49,98787262.43,14933.91,2898.97,12357.09,0,487.42,964.17,0,0,92575.24,-7289.37,0,148011.84
17,6/30/1985 0:00,24830.76,98787262.43,98789377.8,15764.39,14067.23,22851.16,0,482.43,-116.93,0,0,40944.28,-9988.61,0,147894.91
17,7/31/1985 0:00,24102.45,98789377.8,98768742.52,16711.93,13688.63,21181.15,0,477.49,324.19,0,0,68317.97,-4700.7,0,148219.1
17,8/31/1985 0:00,16625.61,98768742.52,98686540.08,16965.67,4289.92,6253.04,0,472.6,818.89,0,0,108630.25,-2372.31,0,149037.99
17,9/30/1985 0:00,1677.99,98686540.08,98637870.04,15914.64,-4331.63,765.01,0,467.76,-97.61,0,0,60232.82,-1155.39,0,148940.38
17,10/31/1985 0:00,1841.96,98637870.04,98625111.62,14885.21,-3357.74,1930.46,0,462.97,-373.2,0,0,19920.94,-6385.19,0,148567.18
17,11/30/1985 0:00,40226.84,98625111.62,98633393.32,16415.76,-1111.74,793.81,0,848.45,-408.14,0,0,1664.31,-6592.13,0,148159.04
17,12/31/1985 0:00,8121.74,98633393.32,98638741.76,16076.84,-3798.45,9,0,453.54,-233.59,0,0,1700.01,-5458.89,0,147925.45
17,1/31/1986 0:00,22539.51,98638741.76,98647446.66,16601.24,-1955.18,146,0,448.89,-175.65,0,0,1700.01,-4660.38,0,147749.8
17,2/28/1986 0:00,89449.92,98647446.66,98682841.69,24523.75,-496.13,17534.12,0,1573.59,-198.58,0,0,1600.01,-5941.71,0,147551.23
17,3/31/1986 0:00,77382.52,98682841.69,98738315.09,33360.18,26079.31,5689.04,0,1631.03,-165.78,0,0,1700.01,-9420.37,0,147385.45
17,4/30/1986 0:00,18983.68,98738315.09,98792080.61,31434.93,18574.34,13421.09,0,556.91,-222.37,0,0,3937.03,-6062.36,0,147163.08
17,5/31/1986 0:00,49196.23,98792080.61,98808779.53,33698.21,9834.72,22117.15,0,551.21,339.85,0,0,40796.38,-9045.84,0,147502.93
17,6/30/1986 0:00,25101.39,98808779.53,98819826.51,31868.39,6497.76,23637.16,0,545.56,176.9,0,0,44522.01,-7156.8,0,147679.83
17,7/31/1986 0:00,23988.93,98819826.51,98809058.93,30100.15,-1095.95,24097.17,0,539.98,305.03,0,0,58176.8,-6537.16,0,147984.86
17,8/31/1986 0:00,16544.79,98809058.93,98772480.13,27740.61,1379.36,13689.09,0,534.45,448.78,0,0,76969.63,-3401.46,0,148433.64
17,9/30/1986 0:00,1839.62,98772480.13,98757509.67,24274.7,-9764.42,6203.04,0,528.98,-288.34,0,0,33822.73,-2101.69,0,148145.3
17,10/31/1986 0:00,1550.02,98757509.67,98760959.04,21513.21,-12014.38,23338.06,0,523.56,-199.69,0,0,23311.46,-6399.92,0,147945.61
17,11/30/1986 0:00,1563.56,98760959.04,98767416.67,19301.7,-7002.06,2273.62,0,518.2,-342.76,0,0,1900.41,-6390.64,0,147602.85
17,12/31/1986 0:00,2495.4,98767416.67,98774826.99,17577.66,-3970.7,158,0,512.89,-202.12,0,0,1800.01,-4865.41,0,147400.73
17,1/31/1987 0:00,10663.12,98774826.99,98783272.57,16641.21,-2262.45,112.4,0,508.32,-152.15,0,0,1792.51,-4609.24,0,147248.58
17,2/28/1987 0:00,28441.98,98783272.57,98792353.36,17061.28,-4225.88,695.6,0,581.04,-127.73,0,0,1576.51,-3327.01,0,147120.85
17,3/31/1987 0:00,23693.3,98792353.36,98796508.59,17603.33,2921.93,162.85,0,617.47,128.19,0,0,2553.02,-14725.53,0,147249.04
17,4/30/1987 0:00,2256.86,98796508.59,98778192.21,16653.4,-4582.54,421,0,492.2,167.05,0,0,23598.16,-7869.33,0,147416.09
17,5/31/1987 0:00,28284.04,98778192.21,98688523.93,17515.38,5018.91,5430.64,0,487.16,1333.94,0,0,117065.71,-2388.6,0,148750.03
17,6/30/1987 0:00,24892.2,98688523.93,98687710.71,18283.85,20827.76,20216.14,0,482.17,-52.68,0,0,52984.97,-7585.51,0,148697.36
17,7/31/1987 0:00,23941.44,98687710.71,98640378.97,19052.47,16008.63,14795.1,0,477.24,753.13,0,0,97523.97,-894.33,0,149450.48
17,8/31/1987 0:00,16499.77,98640378.97,98539231.62,19046.74,10547.52,1718.56,0,472.35,1195.76,0,0,130419.5,-3708.78,0,150646.25
17,9/30/1987 0:00,1600,98539231.62,98487560.03,17725.49,-2051.83,640.65,0,467.51,-132.16,0,0,68731.68,410.42,0,150514.09
17,10/31/1987 0:00,1886.09,98487560.03,98476669.87,16453.67,-1807.56,2050.11,0,462.73,-476.46,0,0,24431.87,-3140.79,0,150037.63
17,11/30/1987 0:00,1944.17,98476669.87,98483293.31,15289.48,-1398.5,26.8,0,457.99,-458.36,0,0,1758.71,-5535.24,0,149579.26
17,12/31/1987 0:00,20189.98,98483293.31,98491112.51,15188.56,-798.94,7.3,0,468.57,-262.78,0,0,1794.41,-4989.11,0,149316.48
17,1/31/1988 0:00,37929.11,98491112.51,98500568.19,16721.75,-1652.97,421.45,0,580.36,-192.24,0,0,1791.61,-4631.06,0,149124.25
17,2/29/1988 0:00,1958.84,98500568.19,98513779.14,15964.95,919.18,864.21,0,444.06,-162.57,0,0,1547.41,-3271.46,0,148961.67
17,3/31/1988 0:00,2674.01,98513779.14,98508960.51,15099.81,4163.03,352.3,0,439.51,274.7,0,0,6442.64,-18705.35,0,149236.38
17,4/30/1988 0:00,3512.66,98508960.51,98509707.09,14264.82,2223.75,244.1,0,471.02,-102.38,0,0,11536.88,-4817.84,0,149133.99
17,5/31/1988 0:00,27417.45,98509707.09,98391845.36,14860.58,2642.29,822.01,0,430.56,1785.81,0,0,135096.33,-3306.64,0,150919.8
17,6/30/1988 0:00,23821.58,98391845.36,98332346.31,15484.19,8938.43,11738.13,0,426.15,660.77,0,0,91586.23,-5160.48,0,151580.57
17,7/31/1988 0:00,23232.75,98332346.31,98261971.31,16225.44,13835.31,11233.28,0,421.79,984.42,0,0,113326.58,251.34,0,152564.99
17,8/31/1988 0:00,16303.73,98261971.31,98157527.66,16453,10714.17,1448.96,0,417.47,1905.25,0,0,129902.6,-5479.9,0,154470.25
17,9/30/1988 0:00,1640.04,98157527.66,98106121.89,15609.58,-837.91,604.65,0,413.19,715.38,0,0,68503.27,592.61,0,155185.63
17,10/31/1988 0:00,1600.01,98106121.89,98082537.44,14694.26,553.72,2352.52,0,408.96,228.59,0,0,37202.96,-4619.53,0,155414.21
17,11/30/1988 0:00,1832.69,98082537.44,98090452.97,13822.39,183.64,973.86,0,404.77,-521.86,0,0,1771.81,-5175.46,0,154892.36
17,12/31/1988 0:00,36098.57,98090452.97,98099127.29,14681.39,639.78,11,0,442.03,-286.94,0,0,1800.01,-5012.93,0,154605.42
17,1/31/1989 0:00,2105.01,98099127.29,98106836.77,14145.16,-663.35,8,0,396.53,-203.89,0,0,1800.01,-4172.96,0,154401.53
17,2/28/1989 0:00,2641.33,98106836.77,98116224.84,13512.28,973.38,136.9,0,392.47,-165.24,0,0,1645.51,-3816.2,0,154236.28
17,3/31/1989 0:00,3271.57,98116224.84,98113975.7,12883.5,3093.38,187.9,0,393.49,185.56,0,0,3345.52,-15647.44,0,154421.84
17,4/30/1989 0:00,2394.61,98113975.7,98070204.95,12248.55,1041.51,432.8,0,384.47,763.86,0,0,57700.1,-941.8,0.04,155185.7
17,5/31/1989 0:00,35028.26,98070204.95,97978885.03,13008.5,7736.23,1614.01,0,380.53,2225.54,0,0,114686.69,-1598.04,0,157411.24
17,6/30/1989 0:00,23895.96,97978885.03,97981944.12,13783.79,16377.6,22050.95,0,376.64,82.58,0,0,40245.08,-9367.39,0,157493.82
17,7/31/1989 0:00,23040.72,97981944.12,97909628.41,14630.41,3952.4,11936.13,0,372.78,2640.42,0,0,106428.54,580.7,0,160134.24
17,8/31/1989 0:00,15903.41,97909628.41,97807798.11,14981.53,5233.45,1792.01,0,368.96,3521.09,0,0,125275.57,-2451.78,0,163655.33
17,9/30/1989 0:00,2263.82,97807798.11,97778506.14,14421.18,-416.96,601.3,0,365.18,361.93,0,0,44129.81,-494.81,0,164017.25
17,10/31/1989 0:00,1991.91,97778506.14,97764164.11,13739.27,-1043.82,2026.01,0,361.44,101.23,0,0,26313.18,-3212.99,0,164118.48
17,11/30/1989 0:00,1880.54,97764164.11,97772441.55,13036.3,-734.08,2397.47,0,357.74,-365.67,0,0,2139.91,-4274.4,0,163752.81
17,12/31/1989 0:00,1520.01,97772441.55,97779190.54,12348.25,15.48,465.95,0,354.08,-189.73,0,0,1843.61,-4401.42,0,163563.08
17,1/31/1990 0:00,8159.07,97779190.54,97786949.26,12002.98,946.31,12.7,0,566.14,-127.56,0,0,1868.11,-3773.74,0,163435.52
17,2/28/1990 0:00,3531.04,97786949.26,97792841.56,11481.05,-703.05,97.75,0,346.87,-86.64,0,0,1648.31,-3595.37,0,163348.88
17,3/31/1990 0:00,2803.91,97792841.56,97778703.53,10982.39,2320.72,199.15,0,343.31,527.34,0,0,8043.86,-20467.09,0,163876.22
17,4/30/1990 0:00,2823.89,97778703.53,97738619.99,10522.27,3492.33,332.84,0,339.8,943.44,0,0,53968.27,-1745.95,0,164819.66
17,5/31/1990 0:00,34398.24,97738619.99,97664026.14,11113.64,6858.34,1516.41,0,336.32,2066.09,0,0,86718.1,-9766.55,0,166885.75
17,6/30/1990 0:00,24203.67,97664026.14,97609094.26,11802.44,15593.8,12111.33,0,332.87,1963.32,0,0,90799.03,-5936.62,0,168849.07
17,7/31/1990 0:00,23306.85,97609094.26,97512729.84,12612.59,7804.16,7416.31,0,329.47,3863.37,0,0,129873.2,1482.87,0,172712.45
17,8/31/1990 0:00,16118.22,97512729.84,97405511.63,13073.58,3546.05,2336.07,0,326.09,4184.27,0,0,124017.06,-6667.21,0,176896.72
17,9/30/1990 0:00,1792.4,97405511.63,97353542.69,12753.86,88.78,614.4,0,322.75,1628.13,0,0,68275.87,899.01,0,178524.85
17,10/31/1990 0:00,1661.07,97353542.69,97324410.7,12301.1,595.23,847.16,0,319.45,938.46,0,0,40501.08,-3632.31,0,179463.3
17,11/30/1990 0:00,1944.25,97324410.7,97330662.24,11807.79,168.83,1842.51,0,316.18,-305.51,0,0,2349.32,-5228.95,0,179157.8
17,12/31/1990 0:00,2114.99,97330662.24,97336485.72,11314.66,676.77,21,0,312.94,-119.2,0,0,2000.01,-4382.68,0,179038.6
17,1/31/1991 0:00,2240.41,97336485.72,97326803.04,10841.84,772.87,6.2,0,309.73,422.01,0,0,17271.22,-4764.12,0,179460.61
17,2/28/1991 0:00,2301.98,97326803.04,97332949.52,10404.31,774.92,79.3,0,306.56,-57.33,0,0,1738.01,-3623.26,0,179403.28
17,3/31/1991 0:00,91533.6,97332949.52,97346817.87,13645.48,12279.38,358.18,0,1371.78,74.51,0,0,1979.31,-11881.66,0,179477.79
17,4/30/1991 0:00,2214.7,97346817.87,97328841.03,13796.68,819.88,117,0,300.32,536.27,0,0,27535.79,-6011.19,0,180014.05
17,5/31/1991 0:00,30142.57,97328841.03,97218975.83,15031.7,8063.32,2189.67,0,297.24,3935.89,0,0,138689.06,-693.97,0,183949.94
17,6/30/1991 0:00,24107.1,97218975.83,97197778.76,15916.79,15503.65,17655.02,0,294.2,1025.77,0,0,62212.63,-9379.86,0,184975.71
17,7/31/1991 0:00,23763.2,97197778.76,97178237.37,16687.8,9089.39,21585.02,0,291.19,1125,0,0,59107.81,-9211.98,0,186100.71
17,8/31/1991 0:00,16846.01,97178237.37,97082496.13,16905.31,2282.53,3175.09,0,288.2,4194.48,0,0,120387.83,-2199.02,0,190295.19
17,9/30/1991 0:00,1845.27,97082496.13,97031385.58,16131.07,-944.64,696.75,0,285.25,1726.41,0,0,70387.19,1381.8,0,192021.6
17,10/31/1991 0:00,2081.66,97031385.58,97023720.86,15272.53,-1321.68,3110.32,0,282.33,70.06,0,0,20697.74,-4380.54,0,192091.66
17,11/30/1991 0:00,1966.4,97023720.86,97029849.83,14419.2,-601.16,943.31,0,279.44,-176.96,0,0,2545.52,-6189.33,0,191914.7
17,12/31/1991 0:00,7373.75,97029849.83,97038466.25,13817.64,1002.01,64.3,0,276.58,-38.3,0,0,2000.01,-4505.8,0,191876.4
17,1/31/1992 0:00,23199.61,97038466.25,97047313.89,13884.41,578.23,3.6,0,273.75,-80.07,0,0,1951.11,-3861.16,0,191796.32
17,2/29/1992 0:00,76109.22,97047313.89,97063623,17499.43,2776.93,790.51,0,934.04,-150.6,0,0,1759.61,-3781.59,0,191645.72
17,3/31/1992 0:00,5476.13,97063623,97067395.68,17368.61,683.26,107.45,0,396.99,164.41,0,0,2440.82,-12507.21,0,191810.13
17,4/30/1992 0:00,2620.03,97067395.68,97056301.38,16697.7,3665.67,394.9,0,265.42,456.6,0,0,27974.59,-4600,0,192266.73
17,5/31/1992 0:00,30190.66,97056301.38,96945927.11,17316.8,8541.36,961.78,0,262.71,3658.07,0,0,143054.39,1939.41,0,195924.8
17,6/30/1992 0:00,24226.28,96945927.11,96928738.83,17807.53,9434.79,18914.46,0,260.02,881.38,0,0,54826.68,-9659.78,0,196806.18
17,7/31/1992 0:00,23087.62,96928738.83,96834140.65,18244.13,9779.81,5910.72,0,257.35,4349.93,0,0,131050.61,-2089.52,0,201156.11
